26750	5129	13494	26647	18986	742	3049	97	1378	58276	44000	2175	774	156	11068	9500	104779	206976	0	30	81	316	5832	17493	3827	5316	280	138664	131	401	116068	7341	37816	509	55772	409595
3230	9	21	5106	0	0	8	0	2	55	0	0	2	0	26	0	30	0	0	0	0	0	2	609	0	31	0	0	0	1	22	11	63	14	5222	1080
4020	23839	31689	20410	115	9200	7944	353	2095	17893	263320	71571	1416	291	2122	12540	59144	0	0	135	104	931	458	21926	0	6478	1854	5350	2326	1730	124709	8757	7137	570585	71000	70800
60	145	1487	1173	2	32	43	0	16	8873	1838	77	10	1	17	0	11914	0	0	0	0	3	6	382	0	33	1	19	2	6	1315	79	658	0	193	514
2390	82	7270	7237	2	11	507	0	57	1894	715	130	6	0	127	0	1046	0	0	0	0	7	0	2193	0	1060	8	4	5	3	108	2935	574	4	3951	456
40	41	793	245	2	21	31	0	13	22630	0	38	8	35	18	0	6067	0	0	0	0	1714	2	11762	0	399	0	61492	0	6	4431	379	2558	0	1048	44519
36920	873	1462	27618	5	46	238	5	280	64306	2703	21	59	1	42	0	1324	3518	14550	0	0	1	4	755	7007	426	28	2	11	6	95	611	2451	11	1069	152415
470	734	17383	9422	8	176	755	23	853	82513	19963	453	281	7	937	0	12096	0	0	0	0	65	43	1865	0	717	40	76	13	23	6034	1360	7421	24	11000	49430
140	0	0	278	2	0	0	0	0	0	0	32	0	0	71	0	0	0	0	0	0	0	5	13	0	3	0	0	3	2	0	0	0	2	748	3833
30	25	439	272	5	6	22	1	4	16972	0	385	6	0	11	0	271	0	0	0	0	1	0	64	0	18	9	2	2	3	163	108	211	10	139	688
60	25	533	1059	22	17	14	0	8	7530	317	18	2	0	25	0	509	0	0	0	0	4	0	89	0	33	0	5	138	1	123	71	300	8	303	381
2203	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	24022	0
526040	15986	19813	711555	9823	5219	10611	312	9956	111717	129150	4414	18193	609	13640	1130	212173	741022	656846	237	280	1117	8860	54413	98109	11520	1262	10806	1135	1038	183583	28410	22286	2190	226000	2130352
18770	1765	6351	70405	24427	372	1198	36	1060	27644	22190	393	238	189	0	3090	38919	0	0	7	0	28	18735	14447	1228	5778	133	667	56	73	354108	11914	12827	72	26623	704587
20	1	89	202	2	4	15	0	3	37190	0	71	3	0	2	0	24	0	0	0	0	0	0	13	0	5	17	2	0	1	0	3	39	2	126	73
5090	947	85184	21445	16	263	1696	6	1671	77889	9507	205	45	0	572	0	6193	0	0	0	0	103	65	4963	0	248	16	1877	8	8	1420	3381	1206	86	24575	25147
1350	330	4002	1923	15	107	564	3	120	70529	16536	1388	82	5	2709	0	3176	0	0	0	0	0	15	950	0	2297	114	492	24	8	1967	806	6881	0	9032	953
500	191	300	9520	577	78	130	6	67	763	1897	37	48	9	27	0	1507	0	0	0	0	3	3359	791	0	284	39	20	16	9	3798	423	941	82	637	85133
610	290	6023	6476	11	143	457	6	134	91303	4049	112	43	2	325	0	26342	0	0	0	0	18	39	1198	0	339	5	135	9	5	3309	981	3211	1	6997	28348
63350	43339	310	93048	474	5213	1391	37	254	10249	332605	461	2109	180	926	0	23768	0	0	5	0	439	82	455	1842	3776	843	86	968	61649	2000	8452	19832	331	9078	39747
890	915	1778	15509	3783	664	491	15	491	4852	14576	460	582	60	188	1110	35020	0	0	55	21	25	12768	1323	0	1008	242	1675	143	87	133873	2724	3354	63	2184	1271618
130	0	0	420	5	0	0	1	0	0	0	19	0	0	8	0	0	0	0	0	0	0	12	65383	0	0	7	69	0	0	0	0	0	13	0	3586
20300	297	513	4845	15	174	169	10	183	1047	1858	21215	293	5	309	1500	567	0	0	48	25	66	4	655	0	204	223	31	129	28	378	759	480	15388	76000	20091
190	9	1336	1545	0	11	22	0	11	6670	0	38	2	2	3	0	88	0	0	0	0	0	1	101	0	59	0	0	0	0	21	333	105	0	398	24
30	36	162	3540	36	2	12	0	6	8243	0	80	4	5	5	0	339	0	0	0	0	123	23	75	0	21	0	17	3	1	803	42	410	11	5616	31220
190	3058	2784	9823	344	63	152	6	172	4912	11127	697	44	39	38	0	43334	0	0	0	0	38	3019	8771	0	834	22	70	22	191	163821	733	11572	17	1217	1085321
2610	710	6248	15852	24427	166	349	13	196	4198	8514	116	152	34	102	0	82835	0	0	0	0	17	3184	2365	0	776	49	461	37	21	410517	2422	6475	0	7725	439123
44890	13806	4515	58058	100	1172	1749	85	1224	31407	23428	27754	1496	33	1328	15520	112826	1850	0	40	44	27	195	13205	1359	1111	485	434	212	214	5004	6256	6359	1141	33000	181677
11050	101	619	50756	289	29	63	1	63	1172	1335	53	18	11	54	0	13416	0	0	0	0	0	10594	409	0	208	1	89	2	1	11813	2942	887	8	776	1387022
10	9	85	63	3	6	11	0	14	427	0	4	4	9	1	0	135	0	0	0	0	0	6	48	0	10	0	227	0	112	21785	45	66	17	255	513
4680	270	376	9009	3	6	3435	0	143	646	14684	274	35	7	167	0	12501	0	0	0	0	0	1	7387	0	17718	26	2	0	11	138	28616	18262	0	30000	43010
13080	1255	4410	28526	6	229	1218	7	1980	8806	20878	2376	140	73	537	85670	28737	0	0	0	0	8	25	12560	1218	8355	47	32	32	32	4072	16704	6634	177	20000	244924
30	0	0	0	3	0	14137	1	0	5	0	0	0	369	9	0	0	0	0	0	0	0	0	6	0	951	0	0	1	0	0	0	0	0	350	53
71800	24	27	28241	11	4	18	1	10	158	0	22	4	1	42	0	39	0	0	0	0	1	5	66	56274	44	10	0	0	1	32	63	89	2	6021	43406
520	0	0	133	8	0	0	0	0	0	0	36	0	0	1	0	0	0	0	0	0	0	3	15	0	7	5	0	1	0	0	0	0	1	70	2321
50	40	664	964	6	2	10	0	11	20080	523	7	12	0	11	0	415	0	0	0	0	3	2	98	0	10	10	586	0	2	280	25	302	5	321	417
140	729	809	568	3	21	652	1	717	1935	4433	49	11	12	80	0	8199	0	0	0	0	0	0	778	0	1189	7	119	3	18	20115	4884	816	21	11000	22783
670	3467	600	1923	3	1908	233	915	78	7698	18000	81876	244	24	660	9479	14010	0	0	1321	1000	10	45	358	0	315	350	1106	83	33	12115	1325	860	9512	2777	26688
5980	2255	9372	24718	9	279	2035	12	1521	6797	33000	1051	141	70	1294	0	47287	2165	0	0	0	10	30	13990	0	1962	39	199	19	62	16006	2663	2708	213	87000	171428
40	0	0	52	6	0	18855	0	0	12	0	19	0	81	3	0	0	0	0	0	0	0	1	7	0	312	6	0	3	98	0	0	0	0	48	702
140	15	4	12004	6	11	10	0	2	0	0	1	2	0	25	0	13	0	0	0	0	0	4	45	0	18	6	7	2	0	627	40	47	0	8356	36056
110	0	0	40	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0
520	406	839	18386	279	44	125	9	74	3039	2099	29	23	39	261	0	2166	0	0	0	0	8	42874	764	0	448	7	32	3	1	8642	809	1036	25	859	935707
950	335	14357	4412	5	158	141	0	96	30667	4244	178	40	19	176	0	4707	0	0	0	0	15	38	2480	0	276	61	4650	6	9	11588	528	1463	11	2072	20005
20	78	290	98	5	36	147	0	8	3111	0	0	4	1	8	0	1161	0	0	0	0	0	10	245	0	58	0	29358	2	20	5773	142	595	0	2108	97
580	19	89	102252	19	13	98	2	18	4849	0	20	8	21	62	0	73	0	0	0	0	1	7	2278	0	87	28	6	2	3	112	120	140	8	21073	266368
130	93	1969	93131	57	4	32	0	11	77446	1586	37	5	12	14	0	732	0	0	0	0	3	629	1419	0	47	0	4	3	3	729	144	1756	0	278	668223
300	107	278	6748	296	29	113	2	68	594	1444	49	11	34	31	0	2636	0	0	0	0	0	14544	487	0	119	7	15	2	4	55266	361	639	5	559	651059
96920	334	0	249112	65	50	0	4	0	522	0	61	0	20	2029	0	0	0	0	0	0	0	0	9899	7529	1021	0	137	2	4	0	581	0	87	98384	212253
468830	13647	21420	602146	686	2521	8529	337	5688	48791	79000	9967	1466	314	21255	17990	149478	25716	5924	170	69	205	2078	27026	71658	12485	919	8068	168	200	42228	23237	20517	772	809000	2434524
83780	1330	3397	15718	108	349	1020	16	509	5076	14000	434	250	136	277	0	3306	31068	34215	1	0	17	192	123497	5240	1536	122	257	38	58	2071	2429	3627	267	11489	94453
55650	19796	10833	140318	101	775	15550	104	6102	23134	119000	3335	2440	76	933	45170	15730	6077	0	30	64	246	115	29670	3286	16535	248	211	142	128	6514	69067	10142	36226	77000	386073
71240	15319	20836	57576	29	929	21249	21	10723	6212	227195	7704	1060	48	1620	52960	3940	0	0	8	0	15	36	40884	5849	22186	456	44	86	69	2100	131888	8050	97528	79000	221587
430	0	0	0	0	0	0	0	0	12	0	39	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	8681	0
1190	214	404	146539	27	11	144	2	83	953	2288	11	29	20	242	0	361	0	0	0	0	1	84	982	0	170	3	27	14	10	284	355	791	33	125000	736303
6840	755	1147	10929	106	462	1165	8	279	1464	14000	798	507	14	294	0	2931	0	0	4	0	3	1	1086	0	456	147	29	59	125	2428	3898	775	1330	7311	81930
1940	2125	1096	10882	10	6700	241	2613	282	2621	737000	26492	595	24	596	13870	4276	0	1536	5885	7952	4	6	323	0	917	4934	900	259	172	2417	1956	3206	12000	5018	32017
19390	1093	1516	28502	24	105	1167	10	1382	1774	15084	564	112	93	990	0	3852	0	0	1	0	3	85	3110	1759	2072	66	106	28	36	1543	3803	3506	258	127000	129670
650	0	0	0	0	8	3	1	0	9	0	0	1	0	1	0	4	0	0	0	0	0	0	3	1573	3	0	0	7	0	0	3	7	0	148	1878
270	3095	19	395	8	32	443	5	2	63	3000	33	0	0	347	0	179	0	0	13	0	6	38	103	0	42	0	77	15	58	116	83	518	47	15329	0
1460	34706	12941	0	0	0	0	0	0	17059	202905	0	0	0	0	0	44706	0	0	0	0	0	0	0	0	8824	0	0	0	35882	0	17059	145882	0	14706	25294
6050	326	337	14951	11	93	1218	10	139	763	0	137	282	3	523	0	575	0	0	1	0	0	9	1319	0	396	206	5	78	17	487	2268	499	423	14049	36659
490	857	367	2022	5	1275	64	400	57	731	83954	538	147	4	87	2563	1538	0	2042	987	612	3	27	90	0	206	134	0	25	20	336	990	598	4000	927	6020
11660	126	1146	16631	2	44	71	0	45	43524	3606	40	57	2	57	0	253	0	0	0	0	0	2	199	0	103	15	2	6	3	189	490	979	2	586	183894
93250	1792	6976	94299	253	639	12555	29	575	47878	68000	2748	427	35	269	2270	7124	0	0	32	89	37	640	3640	0	1970	411	76	122	59	3723	26159	6385	1676	19000	128608
140	6	16	115	13	2	19	0	0	63	0	0	4	0	71	0	24	0	0	0	0	0	0	144	0	12	0	2	4	23	0	57	74	13	696	599
3480	259	959	2470	6	27	133	0	104	796	3018	30	32	2	253	0	1647	0	0	0	0	1	5	1808	0	939	0	29	3	9	683	954	426	21	3151	88090
2490	795	914	5469	28	387	193	6	220	2386	4484	629	452	5	729	13410	34622	0	0	4	0	0	25	1522	0	624	257	30	66	75	975	2689	1328	4549	18000	9520
30	332	6	69	5	11	4	1	0	27	307	9	5	1	9	0	121	0	0	0	0	6	2	4	0	23	0	210	7	27	116	3	2272	0	25	35
2770	11	0	6962	11	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	10	84	0	81	0	2063	1	1	0	0	0	0	0	12366
49880	24247	1761	11173	505	4181	3000	9	167	4556	98000	3390	214	45	704	0	71239	0	0	0	12	366	20	172	0	2583	284	283	798	19072	683	6541	61448	43400	2598	26171
290	113	2137	3876	11	63	35	4	14	122229	1597	127	35	2	30	0	2425	0	0	0	0	11	6	193	0	476	12	27	18	19	466	119	1859	1	918	1711
1300	47	90	709	3	40	29	1	84	107	0	0	2	4	293	0	172	0	0	0	0	0	1	300	0	111	0	473	7	1	65	74	135	5	21000	1731
166150	520	736	26127	31	832	565	11	437	2575	6159	61	104	37	4501	0	627	9237	1387	2	0	28	155	3673	17443	851	44	50	19	19	607	1510	2320	394	58000	78459
640	11	3	34	2	4	5	0	2	6	0	53	0	0	8	0	30	0	0	0	0	0	0	12	0	6	0	0	1	7	0	24	77	17	329	0
80	124	969	1667	111	63	32	0	19	76703	1454	28	24	4	42	0	10200	0	0	0	0	6	12	178	0	49	33	118	1	6	22212	139	474	5	336	740
44130	110	447	9438	19	36	89	2	43	497	753	88	96	6	400	0	1854	0	0	5	0	287	10	355	0	97	15	46	31	20	284	176	291	65	35000	12245
40	1	1	0	0	2	0	0	0	0	0	9	0	0	1	0	1	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	1	1	0	9038
60	25	2397	563	2	8	30	2	24	18037	0	115	6	2	37	0	760	0	0	0	0	3	8	306	0	59	0	42	2	9	9426	68	109	20	190	163
27590	118	3355	15300	5	55	121	4	46	45011	0	53	60	5	3474	0	8893	0	0	0	0	56	5	360	0	190	4	9	12	11	243	189	2825	11	34000	2983
30	2	0	56	2	0	0	0	0	3	0	0	0	0	1	0	15	0	0	0	0	0	0	1	0	1	0	0	1	0	120	1	0	0	0	19765
1210	2426	1010	14178	11	10740	560	685	173	6658	27000	9866	257	28	4072	11102	176241	0	0	1699	1051	15	5	185	0	913	595	20377	142	368	18806	836	1814	5000	2801	42403
90	27	137	173	11	4	5	3	7	25326	0	23920	4	1	14	0	1594	0	0	0	0	0	5	93	0	15	26	0	5	3	237	45	288	8	352	651
2140	2148	869	1202	2	5716	59	34	55	1448	0	7	964	19	586	0	288	0	27145	134	85	1	8	515	0	146	345	20	64	6	422	2609	841	284	1492	195
1840	1778	26	1772	0	248	226	3	5	1424	22000	534	66	10	27	0	2417	0	0	0	0	9065	3	4	0	428	64	81	42	4361	168	921	2840	54850	920	24112
2280	2247	211395	65436	108	464	5555	26	2126	940552	98000	2038	259	174	676	140940	428882	0	0	16	0	260	446	168475	0	5673	341	2033	58	48	786598	9480	17562	716	27000	80384
990	94	462	1307	58	6	175	2	71	1309	0	63	20	22	98	0	862	0	0	0	0	3	10	647	0	186	29	72541	4	6	1208	330	1382	10	7025	2540
32540	115	224	9394	2	237	1823	2	1180	479	2282	22	14	1	243	0	448	99	4748	0	0	0	0	1149	2258	3146	6	4	4	4	87	1511	289	43	10710	142494
1370	223	73	790	8	50	45	2	94	174	0	11	20	38	68	0	98	0	0	0	0	0	1	260	0	88	6	19	1	6	127	131	281	4	2171	924
50440	690	3727	9702	11	305	3044	46	2735	1344	3936	51	72	104	509	0	2014	0	11479	13	0	34	64	1800	1504	1658	60	549	10	25	3960	853	972	16	70487	129450
1680	0	0	130	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	14	0	9	0	1	1	0	0	0	0	2	98	362
850	237	309	10525	296	27	144	3	107	656	1524	157	25	7	34	0	1227	0	0	0	0	1	4196	514	0	195	6	15	13	3	25349	804	652	2	332	243024
40	42	1939	725	13	6	9	0	19	5585	1177	111	9	0	138	0	1017	0	0	0	0	13	0	260	0	59	4	0	6	2	282	48	207	4	177	547
8980	8212	5859	32118	25	1214	1336	210	2400	5854	25000	3935	1675	85	23546	0	65129	2871	1600	15	22	8	455	7089	0	1795	408	276	119	80	35550	4669	3559	1039	190000	306874
11	0	0	0	9	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	7298
1830	149	38	1609	6	0	4	1	9	114	0	4	27	5	159	0	396	0	0	0	0	0	1	663	0	46	3	5	4	2	51	60	100	38	5222	1288
63490	6124	12979	159131	199	1055	13779	89	2456	24140	63000	30727	442	47	9914	0	97845	12695	10382	29	49	21	225	12276	3039	19722	229	2000	98	46	79876	11469	4687	1685	523000	382852
30	1	0	23	5	2	0	0	0	0	0	184	0	0	0	0	5	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	8	0	0	2966
260	67	172	3325	639	57	61	1	26	543	735	154	34	5	33	0	1010	0	0	0	0	4	1339	321	0	67	36	36	14	4	4575	293	491	21	629	94958
33510	78	32	476	5	4	5	3	11	63	0	3	4	1	25	0	38	0	0	0	0	1	0	131	1436	9	0	3	3	3	30	31	256	2	982	2732
490	225	478	8743	1519	65	60	2	25	1047	5105	85	17	3	53	0	2697	0	0	0	0	3	502	209	0	156	3	55	6	6	79931	202	1118	12	668	31257
10570	1679	3661	31060	185731	376	895	18	506	11859	18630	285	204	77	321	2730	112888	68642	0	5	15	105	5448	4066	0	1513	120	295	65	120	188103	7509	9820	79	6383	427445
246430	12821	10731	528257	249	664	10532	43	3568	15454	35000	8316	322	1640	16467	2780	145484	238797	49273	3	0	201	592	12967	39788	21378	209	492	41	157	45279	12406	13501	864	143000	1941665
170	4	0	467	230	0	0	1	0	59	0	39	3	0	0	0	0	0	0	0	0	0	1463	147	0	30	0	0	2	2	0	0	0	13	0	1903730
1140	38	85	1918	33	59	24	1	17	149	0	1083	78	3	75	0	102	0	0	0	0	0	16	184	0	70	27	3	2	6	91	176	108	49	2218	2249
17230	98727	72751	96031	447	12800	21894	442	2845	91158	533660	45355	208362	522	21422	77770	1024132	0	0	70	165	1844	279	18032	2380	13558	2659	23513	8735	605	639676	26358	19499	30706	340000	161629
24880	32963	7783	84905	734	35700	5988	75468	12766	64965	957000	53209	4053	0	7065	116632	78380	8573	4816	131804	99224	415	1606	60808	5830	17490	40879	5862	2855	2963	85190	19450	22293	34486	41000	397236
1010	237	14209	5720	6	11	361	2	474	6287	1237	95	18	1	163	0	786	0	0	0	0	27	3	1118	0	637	6	20	2	1	285	592	1049	24	3919	825
29490	6	8	127	0	4	15	0	3	17	0	440	2	0	30	0	58	0	0	0	0	0	0	25	54041	4	0	3	1	0	0	23	19	24	190	18405
10	2	14	18	3	2	2	1	1	222	0	4	4	1	1	0	1926	0	0	0	0	0	0	3	0	5	0	0	1	1	37	4	29	0	0	773
20	2	96	11	14	4	1	0	0	233	0	7	0	0	0	0	72	0	0	0	0	0	0	160	0	4	0	18506	2	1	190	11	68	0	842	133
12580	719	640	15842	23	143	159	10	360	2526	3757	418	473	8	1861	0	1047	0	0	0	0	0	78	2346	2002	714	188	14	41	26	1085	3768	1207	6622	35511	99849
400	386	5873	5795	8	120	162	2	188	119661	4181	628	40	24	45	0	93567	0	0	0	0	33	45	1027	0	269	95	2148	16	7	63004	807	2664	100	1750	41631
33690	137057	2520	45379	0	4309	1164	22	183	85988	183000	8365	34005	309	720	0	44266	0	0	11	0	6282	79	176	1132	4746	1109	54	2040	32459	4231	10092	64557	109701	7385	37654
2910	30	80	1052	0	4	19	0	6	616	0	31	6	0	30	0	929	0	0	0	0	3	0	86	0	12	10	4	7	24537	40	67	244	1	3178	1365
3850	251	2114	3359	2	38	322	1	131	1320	4504	205	37	15	413	0	1418	0	0	0	0	3	5	3890	0	505	10	55	2	10	961	837	336	13	30000	38101
72860	312	627	12789	73	59	440	8	218	2395	2862	80	91	16	452	0	577	2796	0	3	0	13	14	3668	5727	762	16	29	17	21	530	738	1978	295	46000	28940
10	0	0	108	0	0	0	0	0	9	0	5	0	0	2	0	0	0	0	0	0	0	4	23421	0	0	0	18	0	0	0	0	0	0	0	920
2430	6	4	34	0	2	3	0	5	2	0	0	0	1	3	0	4	0	0	0	0	0	0	15	0	6	0	0	3	4	0	4	18	2	297	108
8960	4482	5517	25875	14	65	11790	5	10570	1911	8053	728	663	6	1391	0	11663	0	0	3	0	3	10	26810	1177	28321	15	1	16	45	274	60623	6245	2571	103000	93020
181450	2523	3733	47152	21290	548	983	38	887	5258	18428	6784	370	86	9661	11926	5568	0	2075	9	0	49	238	13918	57897	1509	408	11392	121	111	2799	2515	7749	439	245000	94141
4610	339	0	8138	3	82	380	0	0	1533	0	312	102	0	815	0	1378	0	0	0	0	2	1	2491	0	191	66	2	8	20	0	5	605	69	0	25466
117730	898	2115	153625	10	214	6926	25	981	48591	43000	1791	77	168	579	0	88656	10494	21653	28	0	13	19	10250	10221	9338	93	27	16	18	633	7025	32635	61	142000	55049
40	2	1	2755	15	11	2	1	1	5	0	1	3	0	2	0	6	0	0	0	0	0	2	69	0	5	0	0	1	0	0	1	8	0	4974	18798
60	15	17	4987	75	4	12	0	4	5039	0	0	2	0	14	0	21	0	0	0	0	0	7	63	0	0	0	0	1	0	45	35	54	8	8064	23000
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	10	4	13365	6	2	3	0	2	41	0	6	5	1	14	0	46	0	0	0	0	0	14	64	0	0	0	0	0	0	0	16	14	0	6565	19897
23610	758	1210	15992	5	69	764	17	1051	3256	0	1821	202	1	672	2183	2748	0	0	0	0	1	1	4683	0	3706	118	2	20	36	392	3763	1787	472	30000	39346
150	22	3403	1005	5	7	24	3	1	24753	0	8	14	0	42	0	49	0	0	0	0	0	11	179460	0	39	0	15	0	1	220	44	131	25	389	14555
360	28	64	325	5	4	18	0	13	30	0	1513	1	0	49	0	39	0	0	0	0	0	4	85	0	15	0	599	1	17	0	32	95	89	1307	0
15600	33569	21717	25677	379	1214	24143	22	1961	17069	637845	7500	1869	59	288	7110	6232	0	0	18	23	1	204	38524	0	9720	631	27	255	94	7346	98216	11381	3271533	10035	96694
140	577	60	1232	3	319	33	215	51	247	29081	95	16	2	46	1919	211	0	0	676	539	0	0	69	0	106	63	21	11	15	84	304	215	395	372	4725
4300	205	661	22900	11	40	738	4	541	653	1372	387	62	27	272	0	1655	0	0	0	0	0	19	1449	0	932	74	71	1	5	363	1700	874	331	37000	49434
72250	5849	9072	15532	45	1454	10910	43	9742	18426	61000	390	943	1232	1804	0	10117	47047	34372	20	26	184	100	14192	8236	18940	105	281	80	301	2291	38792	19782	218	41353	253585
10540	38	8	11	0	4	0	0	1	11	0	213	0	0	5	0	109	0	0	0	0	0	0	0	0	9	0	1776	0	236	0	4	15	8	1646	0
360	210	5868	2778	24	29	143	2	81	24123	14298	13	14	6	315	0	5261	0	0	0	0	20	47	1148	0	112	14	78	3	5	502	363	1983	4	1428	1411
12440	6	4	103	342	6	16	1	2	96	0	0	1	1	13	0	20	0	0	0	0	0	0	8	23911	5	0	0	0	0	0	31	19	0	243	20515
1850	111	88	78137	13	11	139	4	38	417	920	17	11	6	230	0	160	0	0	0	0	1	30	553	0	348	3	5	8	7	207	291	338	8	21826	242661
670	3864	14535	12771	20	1309	900	15	693	394748	41471	1358	365	30	241	28320	104396	0	0	0	18	143	60	4555	0	1039	439	142	164	83	2879	4996	11575	753	9032	118931
110	212	13	493	5	164	21	233	24	213	6790	113	25	1	14	2341	243	0	0	719	397	0	1	15	0	83	58	19	12	9	60	235	116	5000	642	2268
0	0	0	74	5	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	89	1191
190	0	0	0	0	6	0	0	1	2	0	10	0	0	0	0	3	0	0	0	0	0	0	0	1513	1	0	0	1	0	34	0	5	2	0	144
3720	351	726	13661	5	42	1411	7	202	588	2600	137	43	42	436	0	1009	0	0	0	0	6	6	1771	0	1285	68	29	9	6	213	4195	748	28	70000	44965
16260	11949	1733	76098	199	138000	8060	16119	1805	16121	212000	19104	50222	303	4908	137472	231632	0	0	33966	20528	186	611	1872	1439	4641	221307	48065	10450	2386	96154	7322	9256	6189	27000	347759
8480	364	501	16689	6	35	104	13	167	23083	0	84	352	6	462	0	413	0	0	6	37	0	12	1134	0	436	134	3	82	49	329	1777	587	50	10095	12219
10320	249	497	8140	2837	34	223	5	113	2472	3422	110	66	9	134	6060	7159	0	0	0	31	11	2740	658	0	241	101	233	15	149	74092	2159	1618	66	1206	42181
1760	1065	410	5574	5	3925	290	721	151	1118	42412	8059	163	12	232	22705	2547	0	25887	2145	1619	10	19	210	0	525	532	909	52	66	648	3612	894	36083	2347	62713
1530	6	13	0	2	2	1	0	1	764	0	69	1	0	1	0	19	0	0	0	0	0	0	9	0	1	0	0	1	0	0	1	11	4	137	147
